Hugo Symbol,Entrez Gene ID,GRCh37 Isoform,GRCh37 RefSeq,GRCh38 Isoform,GRCh38 RefSeq,Gene Type,# of occurrence within resources (Column J-P),OncoKB Annotated,MSK-IMPACT,MSK-HEME,FOUNDATION ONE,FOUNDATION ONE HEME,Vogelstein,COSMIC CGC (v99),Gene Aliases,gene,chromosome,start,end,strand
FAT4,79633,,,,,,1,No,No,No,No,No,No,Yes,"CDHF14, CDHR11, FAT-J",FAT4,4,125314918,125492932,1
FBXO31,79791,,,,,,1,No,No,No,No,Yes,No,No,,FBXO31,16,87326987,87392142,-1
FBXW2,26190,ENST00000608872,NM_012164,ENST00000608872,NM_012164,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"FBW2, Fwd2, Md6",FBXW2,9,120751978,120793438,-1
FGF1,2246,ENST00000337706,NM_000800,ENST00000337706,NM_000800,ONCOGENE,1,Yes,No,No,No,No,No,No,"AFGF, ECGF, ECGF-beta, ECGFA, ECGFB, FGF-alpha, FGFA, GLIO703, HBGF1",FGF1,5,142592166,142698070,-1
FGF12,2257,,,,,,1,No,No,No,Yes,No,No,No,"FGF12B, FHF1",FGF12,3,192139390,192767764,-1
FGF2,2247,ENST00000608478,,ENST00000644866,NM_001361665.2,ONCOGENE,1,Yes,No,No,No,No,No,No,FGFB,FGF2,4,122826682,122898236,1
FGF5,2250,ENST00000312465,NM_004464,ENST00000312465,NM_004464,ONCOGENE,1,Yes,No,No,No,No,No,No,,FGF5,4,80266639,80336680,1
FGF7,2252,ENST00000267843,NM_002009,ENST00000267843,NM_002009,ONCOGENE,1,Yes,No,No,No,No,No,No,KGF,FGF7,15,49423170,49488775,1
FGF8,2253,ENST00000344255,NM_033164,ENST00000344255,NM_033164,ONCOGENE,1,Yes,No,No,No,No,No,No,AIGF,FGF8,10,101770109,101780371,-1
FGF9,2254,ENST00000382353,NM_002010,ENST00000382353,NM_002010,ONCOGENE,1,Yes,No,No,No,No,No,No,,FGF9,13,21671073,21704498,1
FIP1L1,81608,,,,,,1,No,No,No,No,No,No,Yes,"DKFZp586K0717, FIP1",FIP1L1,4,53377562,53464382,1
FLYWCH1,84256,,,,,,1,No,No,No,No,Yes,No,No,DKFZp761A132,FLYWCH1,16,2911599,2951208,1
FNBP1,23048,,,,,,1,No,No,No,No,Yes,No,No,"FBP17, KIAA0554",FNBP1,9,129887179,130043238,-1
FOLH1,2346,ENST00000256999,NM_004476,ENST00000256999,NM_004476,ONCOGENE,1,Yes,No,No,No,No,No,No,"FOLH, GCPII, NAALAD1, NAALAdase, PSM, PSMA",FOLH1,11,49145092,49208640,-1
FOLR1,2348,ENST00000312293,NM_000802,ENST00000312293,NM_000802,ONCOGENE,1,Yes,No,No,No,No,No,No,"FOLR, FRα",FOLR1,11,72189558,72196323,1
FOXN4,121643,ENST00000299162,NM_213596,ENST00000299162,NM_213596,ONCOGENE,1,Yes,No,No,No,No,No,No,,FOXN4,12,109277978,109309284,-1
FSTL1,11167,ENST00000295633,NM_007085,ENST00000295633,NM_007085,ONCOGENE,1,Yes,No,No,No,No,No,No,"FRP, FSL1, OCC-1, OCC1, tsc36",FSTL1,3,120392293,120451241,-1
FZR1,51343,ENST00000395095,NM_001136198,ENST00000395095,NM_001136198,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,"CDC20C, FZR, FZR2, HCDH, HCDH1, KIAA1242",FZR1,19,3506277,3538334,1
GADD45B,4616,,,,,,1,No,No,No,No,Yes,No,No,"DKFZP566B133, GADD45BETA, MYD118",GADD45B,19,2476122,2478805,1
GEN1,348654,ENST00000381254,NM_001130009.1,ENST00000381254,NM_001130009.3,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"FLJ40869, Gen",GEN1,2,17753278,17788946,1
GMPS,8833,,,,,,1,No,No,No,No,Yes,No,No,GATD7,GMPS,3,155870591,155944020,1
GOLGA5,9950,,,,,,1,No,No,No,No,No,No,Yes,"GOLIM5, golgin-84, ret-II, rfg5",GOLGA5,14,92794230,92839963,1
GOPC,57120,,,,,,1,No,No,No,No,No,No,Yes,"CAL, GOPC1, PIST, dJ94G16.2",GOPC,6,117560269,117602542,-1
GRB7,2886,ENST00000309156,NM_001030002,ENST00000309156,NM_001030002,ONCOGENE,1,Yes,No,No,No,No,No,No,,GRB7,17,39737490,39747292,1
GSTP1,2950,ENST00000398606,NM_000852.3,ENST00000398606,NM_000852.4,TSG,1,Yes,No,No,No,No,No,No,"FAEES3, GST3, GSTP",GSTP1,11,67583658,67586659,1
GTSE1,51512,,,,,,1,No,No,No,No,Yes,No,No,"B99, GTSE-1",GTSE1,22,46296870,46330810,1
H3C15,333932,ENST00000403683,NM_001005464.2,ENST00000403683,NM_001005464.2,NEITHER,1,Yes,No,No,No,No,No,No,"H3/n, H3/o, HIST2H3A",H3C15,1,149852608,149853125,1
H3P6,440926,ENST00000316450,,ENST00000369387,,NEITHER,1,Yes,No,No,No,No,No,No,H3F3AP4,H3P6,2,174719908,174720318,1
H4C6,8361,,,ENST00000244537,NM_003540,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"H4/c, H4FC, HIST1H4F",H4C6,6,26240393,26240793,1
HDAC2,3066,ENST00000519065,NM_001527.3,ENST00000519065,NM_001527.3,ONCOGENE,1,Yes,No,No,No,No,No,No,"KDAC2, YAF1",HDAC2,6,113933028,114011308,-1
HFE,3077,ENST00000357618,NM_000410,ENST00000357618,NM_000410,ONCOGENE,1,Yes,No,No,No,No,No,No,HFE1,HFE,6,26087226,26098343,1
HNF1B,6928,ENST00000225893,NM_001165923,ENST00000617811,NM_000458,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"HNF1beta, LFB3, MODY5, TCF2, VHNF1",HNF1B,17,37686431,37745091,-1
HNRNPA2B1,3181,,,,,,1,No,No,No,No,No,No,Yes,HNRPA2B1,HNRNPA2B1,7,26171151,26201529,-1
HOOK3,84376,,,,,,1,No,No,No,No,No,No,Yes,,HOOK3,8,42896900,43030535,1
HOXA3,3200,,,,,,1,No,No,No,No,Yes,No,No,HOX1E,HOXA3,7,27106184,27152610,-1
HSD17B2,3294,ENST00000199936,NM_002153,ENST00000199936,NM_002153,TSG,1,Yes,No,No,No,No,No,No,"HSD17, SDR9C2",HSD17B2,16,82034988,82098534,1
HTATIP2,10553,ENST00000421577,NM_001098521,ENST00000421577,NM_001098521,TSG,1,Yes,No,No,No,No,No,No,"CC3, FLJ26963, SDR44U1, TIP30",HTATIP2,11,20355910,20383782,1
ID1,3397,ENST00000376112,NM_002165,ENST00000376112,NM_002165,ONCOGENE,1,Yes,No,No,No,No,No,No,"bHLHb24, dJ857M17.1.2",ID1,20,31573014,31606515,1
IFNAR1,3454,ENST00000270139,NM_000629,ENST00000270139,NM_000629,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"IFNAR, IFRC",IFNAR1,21,33324387,33359864,1
IKBKB,3551,,,,,,1,No,No,No,No,No,No,Yes,"IKK-beta, IKK2, IKKB, NFKBIKB",IKBKB,8,42271302,42332460,1
IKZF2,22807,,,,,,1,No,No,No,No,Yes,No,No,"Helios, ZNFN1A2",IKZF2,2,212999691,213152427,-1
IL2,3558,,,,,,1,No,No,No,No,No,No,Yes,"IL-2, TCGF",IL2,4,122451470,122456725,-1
ING1,3621,ENST00000375774,NM_005537,ENST00000375774,NM_005537,TSG,1,Yes,No,No,No,No,No,No,"p24ING1c, p33, p33ING1, p33ING1b, p47, p47ING1a",ING1,13,110712736,110723339,1
INPP5D,3635,,,,,,1,No,No,No,No,Yes,No,No,"SHIP, SHIP1, hp51CN",INPP5D,2,233059967,233207903,1
INTS6,26512,ENST00000311234,NM_012141,ENST00000311234,NM_012141,TSG,1,Yes,No,No,No,No,No,No,"DBI-1, DDX26, DDX26A, DICE1, HDB, Notchl2",INTS6,13,51354077,51454264,-1
IQGAP1,8826,ENST00000268182,NM_003870,ENST00000268182,NM_003870,ONCOGENE,1,Yes,No,No,No,No,No,No,"HUMORFA01, KIAA0051, p195",IQGAP1,15,90388207,90502239,1
IRS4,8471,,,,,,1,No,No,No,No,No,No,Yes,"IRS-4, PY160",IRS4,X,108719946,108736563,-1
ITPKB,3707,ENST00000272117,NM_002221,ENST00000272117,NM_002221,ONCOGENE,1,Yes,No,No,No,No,No,No,"IP3-3KB, IP3KB",ITPKB,1,226631688,226739323,-1
KAT6B,23522,,,,,,1,No,No,No,No,No,No,Yes,"MOZ2, MYST4, Morf, ZC2HC6B, qkf, querkopf",KAT6B,10,74824912,75032631,1
KAT7,11143,ENST00000259021,NM_007067,ENST00000259021,NM_007067,ONCOGENE,1,Yes,No,No,No,No,No,No,"HBO1, HBOA, MYST2, ZC2HC7",KAT7,17,49788624,49835026,1
KCNJ5,3762,,,,,,1,No,No,No,No,No,No,Yes,"GIRK4, KATP1, Kir3.4, LQT13",KCNJ5,11,128890453,128921163,1
KDM2B,84678,,,,,,1,No,No,No,No,Yes,No,No,"CXXC2, FBXL10, Fbl10, JHDM1B, PCCX2",KDM2B,12,121429096,121582279,-1
KDM4C,23081,,,,,,1,No,No,No,No,Yes,No,No,"GASC1, JMJD2C, KIAA0780, TDRD14C",KDM4C,9,6720863,7175648,1
KDM5D,8284,ENST00000317961,NM_004653,ENST00000317961,NM_004653,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,"HY, HYA, JARID1D, KIAA0234, SMCY",KDM5D,Y,19703865,19744989,-1
KIAA1549,57670,ENST00000422774,,ENST00000422774,NM_001164665.2,ONCOGENE,1,Yes,No,No,No,No,No,No,,KIAA1549,7,138831381,138982084,-1
KLF2,10365,ENST00000248071,NM_016270.2,ENST00000248071,NM_016270.2,TSG,1,Yes,No,No,No,No,No,No,LKLF,KLF2,19,16324826,16328685,1
KLF3,51274,ENST00000261438,NM_016531.5,ENST00000261438,NM_016531.5,TSG,1,Yes,No,No,No,No,No,No,BKLF,KLF3,4,38664032,38701517,1
KLF6,1316,,,,,,1,No,No,No,No,No,No,Yes,"BCD1, COPEB, CPBP, GBF, PAC1, ST12, Zf9",KLF6,10,3775996,3785281,-1
KLK2,3817,,,,,,1,No,No,No,No,No,No,Yes,,KLK2,19,50861568,50880567,1
KNL1,57082,,,,,,1,No,No,No,No,No,No,Yes,"AF15Q14, CASC5, CT29, D40, KIAA1570, MCPH4, PPP1R55, Spc7, hKNL-1, hSpc105",KNL1,15,40594020,40664342,1
KTN1,3895,,,,,,1,No,No,No,No,No,No,Yes,"KIAA0004, KNT",KTN1,14,55559072,55701526,1
L1TD1,54596,ENST00000498273,NM_019079.4,ENST00000498273,NM_019079.5,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"ECAT11, FLJ10884",L1TD1,1,62194257,62235060,1
LARP4B,23185,ENST00000316157,NM_015155.2,ENST00000316157,NM_015155.2,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"KIAA0217, LARP5",LARP4B,10,806915,931821,-1
LCP1,3936,,,,,,1,No,No,No,No,Yes,No,No,"CP64, L-PLASTIN, LC64P, PLS2",LCP1,13,46125920,46211871,-1
LGR5,8549,ENST00000266674,NM_003667,ENST00000266674,NM_003667,ONCOGENE,1,Yes,No,No,No,No,No,No,"FEX, GPR49, GPR67, HG38",LGR5,12,71439797,71586310,1
LIFR,3977,,,,,,1,No,No,No,No,No,No,Yes,CD118,LIFR,5,38474668,38608354,-1
LRIG3,121227,,,,,,1,No,No,No,No,No,No,Yes,"FLJ90440, KIAA3016",LRIG3,12,58872037,58920551,-1
LRP5,4041,ENST00000294304,NM_001291902.1,ENST00000294304,NM_001291902.1,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,"BMND1, EVR1, EVR4, LR3, LRP7, OPPG, OPS, OPTA1, VBCH2",LRP5,11,68312447,68449275,1
LRP6,4040,ENST00000261349,NM_002336.2,ENST00000261349,NM_002336.2,ONCOGENE,1,Yes,No,No,No,No,No,No,ADCAD2,LRP6,12,12116025,12267185,-1
LRRK2,120892,,,,,,1,No,No,No,No,Yes,No,No,"DKFZp434H2111, FLJ45829, PARK8, RIPK7, ROCO2",LRRK2,12,40196744,40369285,1
MAGED1,9500,,,,,,1,No,No,No,No,Yes,No,No,"DLXIN-1, NRAGE",MAGED1,X,51803007,51902357,1
MAGI2,9863,ENST00000354212,NM_012301.3,ENST00000354212,NM_012301.4,TSG,1,Yes,No,No,No,No,No,No,"ACVRIP1, MAGI-2",MAGI2,7,78017055,79453667,-1
MAL2,114569,ENST00000276681,NM_052886.2,ENST00000614891,NM_052886.3,TSG,1,Yes,No,No,No,No,No,No,,MAL2,8,119165034,119249903,1
MAP3K21,84451,ENST00000366624,NM_032435,ENST00000366624,NM_032435,ONCOGENE,1,Yes,No,No,No,No,No,No,"KIAA1804, MLK4",MAP3K21,1,233327714,233385281,1
MAP3K6,9064,,,,,,1,No,No,No,No,Yes,No,No,"ASK2, MAPKKK6, MEKK6",MAP3K6,1,27355180,27366972,-1
MAP4K4,9448,ENST00000347699,NM_001242559,ENST00000347699,NM_001242559,ONCOGENE,1,Yes,No,No,No,No,No,No,"FLH21957, HGK, NIK",MAP4K4,2,101696850,101894690,1
MBD4,8930,ENST00000249910,NM_003925,ENST00000249910,NM_003925,TSG,1,Yes,No,No,No,No,No,No,,MBD4,3,129430947,129440543,-1
MBD6,114785,ENST00000355673,NM_052897.3,ENST00000355673,NM_052897.3,TSG,1,Yes,No,No,No,No,No,No,KIAA1887,MBD6,12,57520710,57530148,1
MDS2,259283,,,,,,1,No,No,No,No,Yes,No,No,,MDS2,1,23581495,23640574,1
MEF2D,4209,ENST00000348159,NM_005920.3,ENST00000348159,NM_005920.3,ONCOGENE,1,Yes,No,No,No,No,No,No,,MEF2D,1,156463727,156501266,-1
MIB1,57534,,,,,,1,No,No,No,No,Yes,No,No,"DIP-1, KIAA1323, MIB, ZZANK2, ZZZ6",MIB1,18,21704957,21870953,1
MIDEAS,91748,ENST00000286523,NM_001043318.2,ENST00000286523,NM_001043318.2,TSG,1,Yes,No,No,No,No,No,No,"C14orf117, C14orf43, ELMSAN1, LSR68",MIDEAS,14,73715122,73790285,-1
MKNK1,8569,,,,,,1,No,No,No,Yes,No,No,No,MNK1,MKNK1,1,46557407,46616843,-1
MLH3,27030,ENST00000355774,NM_001040108,ENST00000355774,NM_001040108,TSG,1,Yes,No,No,No,No,No,No,,MLH3,14,75013769,75051532,-1
MLLT11,10962,,,,,,1,No,No,No,No,No,No,Yes,AF1Q,MLLT11,1,151057871,151069544,1
MNX1,3110,,,,,,1,No,No,No,No,Yes,No,No,"HB9, HLXB9, HOXHB9, SCRA1",MNX1,7,156994051,157010663,-1
MS4A1,931,ENST00000345732,NM_021950,ENST00000345732,NM_021950,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"B1, Bp35, CD20, FMC7",MS4A1,11,60455752,60470752,1
MTCP1,4515,,,,,,1,No,No,No,No,No,No,Yes,"P13MTCP1, TCL1C, p8MTCP1",MTCP1,X,155064034,155147937,-1
MTHFD2,10797,ENST00000394053,NM_006636,ENST00000394053,NM_006636,ONCOGENE,1,Yes,No,No,No,No,No,No,,MTHFD2,2,74186172,74217565,1
MTHFR,4524,ENST00000376590,NM_005957.4,ENST00000376590,NM_005957.5,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,,MTHFR,1,11785723,11806455,-1
MYBL1,4603,ENST00000522677,NM_001080416,ENST00000522677,NM_001080416,ONCOGENE,1,Yes,No,No,No,No,No,No,"A-myb, AMYB",MYBL1,8,66562175,66614247,-1
MYO18A,399687,,,,,,1,No,No,No,No,Yes,No,No,"KIAA0216, MysPDZ",MYO18A,17,29071119,29180456,-1
NACA,4666,,,,,,1,No,No,No,No,Yes,No,No,NACA1,NACA,12,56712305,56731628,-1
NBEAP1,606,,,,,,1,No,No,No,No,Yes,No,No,"BCL8, BCL8A",NBEAP1,15,20657638,20688408,-1
NCOA1,8648,,,,,,1,No,No,No,No,No,No,Yes,"F-SRC-1, KAT13A, NCoA-1, RIP160, bHLHe74",NCOA1,2,24490992,24770702,1
NFIB,4781,,,,,,1,No,No,No,No,No,No,Yes,"NFI-RED, NFIB2, NFIB3",NFIB,9,14081843,14398983,-1
NFKBIE,4794,,,,,,1,No,No,No,No,No,No,Yes,IKBE,NFKBIE,6,44258166,44265788,-1
NHERF1,9368,ENST00000262613,NM_004252,ENST00000262613,NM_004252,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,"EBP50, NHERF, SLC9A3R1",NHERF1,17,74748619,74769360,1
NOD1,10392,,,,,,1,No,No,No,No,Yes,No,No,"CARD4, CLR7.1, NLRC1",NOD1,7,30424527,30478789,-1
NONO,4841,,,,,,1,No,No,No,No,No,No,Yes,"NMT55, NRB54, P54, P54NRB, PPP1R114",NONO,X,71254270,71301522,1
NQO1,1728,ENST00000320623,NM_000903,ENST00000320623,NM_000903,ONCOGENE,1,Yes,No,No,No,No,No,No,"DHQU, DIA4, NMOR1, QR1",NQO1,16,69706996,69726668,-1
NUTM2A,728118,,,,,,1,No,No,No,No,Yes,No,No,FAM22A,NUTM2A,10,87225448,87236908,1
NUTM2B,729262,,,,,,1,No,No,No,No,No,No,Yes,"FAM22B, bA119F19.1",NUTM2B,10,79703227,79714681,1
NUTM2D,728130,,,,,,1,No,No,No,No,No,No,Yes,FAM22D,NUTM2D,10,87357720,87370695,1
OGA,10724,ENST00000361464,NM_012215.3,ENST00000361464,NM_012215.5,ONCOGENE,1,Yes,No,No,No,No,No,No,"MEA5, MGEA5, NCOAT",OGA,10,101784443,101818620,-1
OGT,8473,ENST00000373719,NM_181673.2,ENST00000373719,NM_181672.3,ONCOGENE,1,Yes,No,No,No,No,No,No,"FLJ23071, HRNT1, MGC22921, O-GLCNAC, OGT1",OGT,X,71533083,71575892,1
OLIG2,10215,,,,,,1,No,No,No,No,No,No,Yes,"BHLHB1, OLIGO2, PRKCBP2, RACK17, bHLHe19",OLIG2,21,33025327,33029196,1
OMD,4958,,,,,,1,No,No,No,No,Yes,No,No,"SLRR2C, osteoadherin",OMD,9,92412380,92424471,-1
ONECUT2,9480,ENST00000491143,NM_004852,ENST00000491143,NM_004852,ONCOGENE,1,Yes,No,No,No,No,No,No,OC-2,ONECUT2,18,57435374,57491298,1
PAG1,55824,,,,,,1,No,No,No,No,Yes,No,No,PAG,PAG1,8,80967810,81112116,-1
PARP2,10038,,,,,,1,No,No,No,Yes,No,No,No,"ADPRTL2, ARTD2",PARP2,14,20343601,20357905,1
PARP3,10039,,,,,,1,No,No,No,Yes,No,No,No,"ADPRT3, ADPRTL3, ARTD3, IRT1, hPARP-3, pADPRT-3",PARP3,3,51942252,51948871,1
PASK,23178,,,,,,1,No,No,No,No,Yes,No,No,"KIAA0135, PASKIN, STK37",PASK,2,241106099,241150852,-1
PATZ1,23598,,,,,,1,No,No,No,No,No,No,Yes,"MAZR, PATZ, RIAZ, ZBTB19, ZNF278, ZSG, dJ400N23",PATZ1,22,31325804,31346605,-1
PC,5091,,,,,,1,No,No,No,No,Yes,No,No,PCB,PC,11,66848208,66958524,-1
PCLO,27445,,,,,,1,No,No,No,No,Yes,No,No,"ACZ, DKFZp779G1236, KIAA0559",PCLO,7,82754012,83162930,-1
PCSK7,9159,,,,,,1,No,No,No,No,Yes,No,No,"LPC, PC7, PC8, SPC7",PCSK7,11,117204337,117232528,-1
PDCD11,22984,,,,,,1,No,No,No,No,Yes,No,No,"ALG-4, KIAA0185, NFBP, RRP5",PDCD11,10,103396626,103446297,1
PHF1,5252,,,,,,1,No,No,No,No,Yes,No,No,"MTF2L2, PCL1, TDRD19C",PHF1,6,33410382,33416453,1
PHF19,26147,ENST00000373896,NM_015651,ENST00000373896,NM_015651,ONCOGENE,1,Yes,No,No,No,No,No,No,"DKFZP727G051, MTF2L1, PCL3, TDRD19B",PHF19,9,120855651,120894896,-1
PHLPP1,23239,ENST00000262719,NM_194449,ENST00000262719,NM_194449,TSG,1,Yes,No,No,No,No,No,No,"KIAA0606, PHLPP, PLEKHE1, PPM3A, SCOP",PHLPP1,18,62715464,62980433,1
PHLPP2,23035,ENST00000568954,NM_015020,ENST00000568954,NM_015020,TSG,1,Yes,No,No,No,No,No,No,"KIAA0931, PHLPPL, PPM3B",PHLPP2,16,71637835,71724701,-1
POLG,5428,ENST00000268124,NM_001126131,ENST00000268124,NM_001126131,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"POLG1, POLGA",POLG,15,89305198,89334861,-1
POLH,5429,ENST00000372236,NM_006502.2,ENST00000372236,NM_006502.3,TSG,1,Yes,No,No,No,No,No,No,"RAD30A, XP-V",POLH,6,43575537,43620523,1
POLQ,10721,,,,,,1,No,No,No,No,No,No,Yes,,POLQ,3,121431426,121546002,-1
POU2F2,5452,ENST00000526816,NM_001207025,ENST00000526816,NM_001207025,ONCOGENE,1,Yes,No,No,No,No,No,No,OTF2,POU2F2,19,42086110,42196585,-1
POU3F2,5454,ENST00000328345,NM_005604,ENST00000328345,NM_005604,ONCOGENE,1,Yes,No,No,No,No,No,No,"BRN2, OCT7, OTF7, POUF3",POU3F2,6,98834574,98839458,1
POU3F4,5456,ENST00000373200,NM_000307,ENST00000644024,NM_000307,ONCOGENE,1,Yes,No,No,No,No,No,No,"BRN4, DFN3, DFNX2, OTF9",POU3F4,X,83508290,83512127,1
POU5F1,5460,,,,,,1,No,No,No,No,No,No,Yes,"MGC22487, OTF3, Oct4",POU5F1,6,31164337,31180731,-1
PPFIBP1,8496,,,,,,1,No,No,No,No,No,No,Yes,"SGT2, hSGT2, hSgt2p",PPFIBP1,12,27523431,27695565,1
PPP1CB,5500,,,,,,1,No,No,No,No,Yes,No,No,"MP, PP-1B, PP1B, PP1beta, PP1c, PPP1beta",PPP1CB,2,28751562,28802940,1
PRF1,5551,,,,,,1,No,No,No,No,No,No,Yes,"HPLH2, PFP",PRF1,10,70596401,70602759,-1
PRKCB,5579,ENST00000303531,NM_002738.6,ENST00000643927,NM_002738.7,ONCOGENE_AND_TSG,1,Yes,No,No,No,No,No,No,"PKCB, PKCβ, PRKCB1, PRKCB2",PRKCB,16,23835959,24220611,1
PRPF8,10594,ENST00000304992,NM_006445,ENST00000304992,NM_006445,TSG,1,Yes,No,No,No,No,No,No,"PRPC8, Prp8, RP13, SNRNP220, hPrp8",PRPF8,17,1650624,1684876,-1
PRSS1,5644,ENST00000311737,NM_002769.4,ENST00000311737,NM_002769.4,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,TRY1,PRSS1,7,142749468,142753072,1
PRSS8,5652,,,,,,1,No,No,No,No,Yes,No,No,,PRSS8,16,31131433,31135727,-1
PSMB2,5690,ENST00000373237,NM_002794,ENST00000373237,NM_002794,ONCOGENE,1,Yes,No,No,No,No,No,No,HC7-I,PSMB2,1,35599541,35641526,-1
PTK6,5753,,,,,,1,No,No,No,No,No,No,Yes,BRK,PTK6,20,63528001,63537376,-1
PTK7,5754,,,,,,1,No,No,No,No,Yes,No,No,CCK4,PTK7,6,43076257,43161719,1
PTPN14,5784,ENST00000366956,NM_005401,ENST00000366956,NM_005401,TSG,1,Yes,No,No,No,No,No,No,PEZ,PTPN14,1,214348700,214552449,-1
PTPN6,5777,,,,,,1,No,No,No,No,Yes,No,No,"HCPH, PTP-1C, SHP-1, SHP1",PTPN6,12,6946417,6961316,1
PTPRB,5787,,,,,,1,No,No,No,No,No,No,Yes,PTPB,PTPRB,12,70515870,70637440,-1
PTPRC,5788,,,,,,1,No,No,No,No,No,No,Yes,"CD45, T200",PTPRC,1,198629900,198759346,1
PTPRK,5796,,,,,,1,No,No,No,No,No,No,Yes,R-PTP-kappa,PTPRK,6,127968780,128520619,-1
PUM1,9698,ENST00000257075,NM_014676,ENST00000257075,NM_014676,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"KIAA0099, PUMH1",PUM1,1,30931505,31065991,-1
RAD17,5884,ENST00000380774,NM_133339,ENST00000380774,NM_133339,TSG,1,Yes,No,No,No,No,No,No,"CCYC, RAD17Sp, Rad24",RAD17,5,69369293,69414806,1
RALGDS,5900,,,,,,1,No,No,No,No,Yes,No,No,"RGDS, RGF, RalGEF",RALGDS,9,133097719,133149334,-1
RASGEF1A,221002,,,,,,1,No,No,No,No,Yes,No,No,"CG4853, FLJ37817",RASGEF1A,10,43194533,43267082,-1
RELA,5970,ENST00000406246,NM_021975.3,ENST00000406246,NM_021975.4,ONCOGENE,1,Yes,No,No,No,No,No,No,"NFKB3, p65",RELA,11,65653599,65663090,-1
REV3L,5980,ENST00000358835,NM_002912,ENST00000358835,NM_002912,ONCOGENE,1,Yes,No,No,No,No,No,No,"POLZ, REV3",REV3L,6,111299028,111483715,-1
RIOK2,55781,ENST00000283109,NM_018343.2,ENST00000283109,NM_018343.3,ONCOGENE,1,Yes,No,No,No,No,No,No,FLJ11159,RIOK2,5,97160867,97183289,-1
RMI2,116028,,,,,,1,No,No,No,No,No,No,Yes,"BLAP18, C16orf75, MGC24665",RMI2,16,11249619,11381662,1
RNASEH2A,10535,ENST00000221486,NM_006397,ENST00000221486,NM_006397,ONCOGENE,1,Yes,No,No,No,No,No,No,"RNASEHI, RNHIA, RNHL",RNASEH2A,19,12806505,12813643,1
RNASEH2B,79621,ENST00000336617,NM_024570,ENST00000336617,NM_024570,TSG,1,Yes,No,No,No,No,No,No,"AGS2, DLEU8, FLJ11712",RNASEH2B,13,50909747,51024120,1
RNF217-AS1,7955,,,,,,1,No,No,No,No,Yes,No,No,STL,RNF217-AS1,6,124644434,124963587,-1
RPL10,6134,,,,,,1,No,No,No,No,No,No,Yes,"DXS648, DXS648E, FLJ23544, L10, QM",RPL10,X,154389955,154409168,1
RPS15,6209,ENST00000592588,NM_001018,ENST00000593052,NM_001308226,ONCOGENE,1,Yes,No,No,No,No,No,No,"MGC111130, S15",RPS15,19,1438354,1440497,1
RPS6KB1,6198,ENST00000225577,NM_003161.3,ENST00000225577,NM_003161.4,ONCOGENE,1,Yes,No,No,No,No,No,No,"PS6K, S6K, S6K1, STK14A, p70(S6K)-alpha",RPS6KB1,17,59893046,59950574,1
RUNX2,860,,,,,,1,No,No,No,No,Yes,No,No,"AML3, CBFA1, CCD, CCD1, PEBP2A1, PEBP2aA1",RUNX2,6,45328157,45664349,1
S1PR2,9294,,,,,,1,No,No,No,No,Yes,No,No,"AGR16, DFNB68, EDG5, Gpcr13, H218",S1PR2,19,10221433,10231331,-1
SALL4,57167,,,,,,1,No,No,No,No,No,No,Yes,"ZNF797, dJ1112F19.1",SALL4,20,51782331,51802521,-1
SAMD9,54809,ENST00000379958,NM_017654.3,ENST00000379958,NM_017654.4,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"C7orf5, FLJ20073, KIAA2004",SAMD9,7,93099513,93118023,-1
SAMD9L,219285,ENST00000318238,NM_152703.2,ENST00000318238,NM_152703.5,INSUFFICIENT_EVIDENCE,1,Yes,No,No,No,No,No,No,"C7orf6, FLJ39885, KIAA2005",SAMD9L,7,93130056,93148385,-1
SBDS,51119,,,,,,1,No,No,No,No,No,No,Yes,"CGI-97, FLJ10917, SDO1, SWDS",SBDS,7,66987680,66995693,-1
SEC31A,22872,,,,,,1,No,No,No,No,Yes,No,No,"ABP125, ABP130, KIAA0905, SEC31L1",SEC31A,4,82818081,82901166,-1
SEPTIN5,5413,,,,,,1,No,No,No,No,Yes,No,No,"HCDCREL-1, PNUTL1, SEPT5",SEPTIN5,22,19714467,19724224,1
SEPTIN6,23157,,,,,,1,No,No,No,No,Yes,No,No,"KIAA0128, MGC16619, MGC20339, SEPT6",SEPTIN6,X,119615724,119693949,-1
